OBJECTID,Route,Signing,Qualifier,Ramp,DOT ID,County Order,Factor Group,Station Start,Station End,HPMS Sample ID,Bridge ID,Railroad Crossing,NHS,Roadway Name,Roadway Number,Speed,Oneway,Region County Station,Station ID,Route ID,From Measure,To Measure,COUNT_STATS_ID,County FIPS,Station Number,Continuous Count Site ID,Functional Class,Federal Direction,Full Count,Oneway Flag,Calculation Year,AE_Flag,AADT,DHV,DDHV,Single Unit AADT,Combination Unit AADT,Most Recent Count Year,Most Recent AADT,K-Factor,D-Factor,2nd Most Recent Count Year,2nd Most Recent AADT,3rd Most Recent Count Year,3rd Most Recent AADT,4th Most Recent Count Year,4th Most Recent AADT,Class Count Year,Class F3 - F13 %,Truck or Heavy Vehicle %,Single Unit Truck or Bus %,Combination Truck %,Motorcycle %,Passenger Vehicle %,Light Duty Truck %,Bus %,Single Unit Truck %,Axle Factor,Single Unit Peak %,CU_Peak,Class Group Year,Speed Count Year,Speed Limit,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55 mph,Vehicles Exceeding 65 mph,Average K-Factor,Average D-Factor,NYS Direction Code,Truck AADT,Symbolized Truck Percentage AADT,Truck AADT Type (Actual vs. Estimated),Truck Percent Source Field Name,Region Name,Region Number,County Number,Morning Highest Value,Afternoon Highest Value,Evening Highest Value
44551961, , ,0,0I087018701I,274255,1,30,I87 NB (OFF),NY100 NB (ON), , , ,Y,I87 Exit 4, ,0,Y,,873173,274255011,0,0.18,45249829,119,3173,,11,Combined Total,Y,Y,2019,F,11494,797,797,475,1123,2015,10489,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1598,14,Estimated,,,,,716,516,765
44551962, , ,1, ,277936,1,60,NY54A,NY54A, , , , ,NY54A REST AREA, ,0, ,,667910,277936011,0,0.11,45357087,123,7910,,9,Combined Total,Y,,2019,A,42,6,3,2,0,2019,42,15,50,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,11.16328335,58.1583519,0,2,7,Estimated,,,,,0,6,6
44551964,38,3,1, ,100351,3,30,RT 366 FREEVILLE,RT 34B, ,1024190, , , , ,55, ,,360043,100351031,8.07,10.71,45323268,109,0043,,6,Combined Total,Y,,2019,F,3078,320,236,189,160,2018,3081,10,74,2013,2838,2010,3195,2007,3339,2018,31,11,6,5,1,68,19,1,5,1,1,1,2019,2018,55,55,56,62,55,5,13.07251072,59.18663025,0,349,11,Actual,,,,,345,168,313
44551965, ,5,1, ,220842,1,30,MAIN ST,ATLANTIC AVE, , , , ,DENTON AVE,CRC58,0, ,,038519,220842011,0,0.04,45311957,059,8519,,19,Combined Total,Y,,2019,F,375,37,37,14,1,2018,378,10,100,2009,507,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,15,4,Estimated,,,,,25,24,40
44551976,39,3,1, ,100357,3,30,RT 75 COLLINS CTR,CR 422 MORTONS COR RD, ,1024490, , , , ,55, ,,530157,100357031,6.55,11.28,45299714,029,0157,,6,Combined Total,Y,,2019,F,4279,339,184,251,204,2017,4264,8,54,2016,3532,2013,3467,2010,3753,2016,35,11,6,5,1,64,24,1,5,1,0,0,2019,2016,55,58,58,63,80,6,13.07251072,59.18663025,0,455,11,Actual,,,,,249,262,330
44551980, ,5,1, ,300482,1,30,NY 418 RIVER ST,ELM ST, ,3305730, , ,LIBRARY AVE,CR14,0, ,,178155,300482011,0,0.7,45217392,113,8155,,9,Combined Total,Y,,2019,A,2499,250,184,122,2,2019,2499,10,74,2014,1939,2013,1518,,,2019,35,5,5,0,1,65,30,0,5,1,0,0,2019,2019,30,31,33,38,0,0,13.07251072,59.18663025,0,124,5,Actual,,,,,272,226,184
44551981, , ,1, ,147498,1,30,CONGRESS ST,BROOKS AVE, , , , ,PIONEER ST, ,0, ,,435526,147498011,0.33,0.46,45220583,055,5526,,19,Combined Total,Y,,2019,A,1513,125,74,53,13,2019,1513,8,59,2014,1404,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,66,4,Estimated,,,,,99,85,129
44551986, , ,1, ,155495,1,30,ARMENIAN RD,WAITS CORNERS RD, , , , ,FREEMAN RD, ,0, ,,525020,155495011,0,1.02,45221511,013,5020,,9,Combined Total,Y,,2019,F,72,8,5,4,1,2014,77,11,67,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,5,6,Estimated,,,,,9,8,6
44551989, , ,1, ,174821,1,40,NY 14A,NY 14, , ,527288T, ,S GLENORA, ,0, ,,667225,174821011,0,2.77,45273069,123,7225,,9,Combined Total,Y,,2019,F,83,8,5,5,1,2016,88,10,60,2011,135,2004,159,,,,,,,,,,,,,,,,2019,,,,,,,,11.33219433,58.65974808,0,6,7,Estimated,,,,,10,9,15
44551992, , ,1, ,229243,1,30,HAY PATH RD,OLD COUNTRY RD, , , , ,GROHMANS LANE, ,30, ,,034336,229243011,0,0.73,45284675,059,4336,,17,Combined Total,Y,,2019,F,2699,284,144,89,7,2017,2735,11,51,2011,2884,2005,3184,2001,2952,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,96,4,Estimated,,,,,145,140,208
44551993, ,5,1, ,301636,1,30,BISHOP HILL RD,NY 174, ,3207930, , ,LAWRENCE RD,CR211,55, ,,336081,301636011,0.75,1.55,45238787,067,6081,,9,Combined Total,Y,,2019,F,230,39,29,10,3,2015,233,17,74,2009,145,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,13,6,Estimated,,,,,13,14,26
44552002, , ,1, ,230129,1,30,WOOD AVE,NO BROADWAY, , , , ,NO LINDEN ST, ,0, ,,035031,230129011,0,0.59,45227998,059,5031,,19,Combined Total,Y,,2019,F,413,34,22,15,1,2015,428,8,65,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,16,4,Estimated,,,,,28,22,34
44552003,9,2,1, ,100514,10,60,START 8/9 OLAP,END 8/9 OLAP, , , , , , ,55, ,,170523,100514101,27.47,31.27,45235202,113,0523,,6,Combined Total,Y,,2019,A,2463,195,102,140,61,2019,2463,8,53,2015,2123,2009,1923,2005,1728,2015,29,8,6,2,2,70,21,0,5,1,1,0,2019,2015,55,49,50,56,17,0,11.16328335,58.1583519,0,201,8,Actual,,,,,177,194,198
44552004,9,2,1, ,100514,10,60,START 8/9 OLAP,END 8/9 OLAP, , , , , , ,55, ,,170523,100483101,23.18,26.98,45235202,113,0523,,6,Combined Total,Y,,2019,A,2463,195,102,140,61,2019,2463,8,53,2015,2123,2009,1923,2005,1728,2015,29,8,6,2,2,70,21,0,5,1,1,0,2019,2015,55,49,50,56,17,0,11.16328335,58.1583519,0,201,8,Actual,,,,,177,194,198
44552005, , ,1, ,123890,1,30,WILLOW ST,CHURCH ST, ,2266940, , ,WILLOW ST BRIDG, ,0, ,,256019,123890011,0,0.08,45218034,057,6019,,19,Combined Total,Y,,2019,A,110,16,8,5,1,2019,110,14,53,2014,131,2006,219,2000,231,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,6,5,Estimated,,,,,15,17,10
44552006,112,3,1, ,100035,1,30,RT 347,RT 25A - PORT JEFFERSON END, , , ,Y, , ,30, ,,070217,100035011,11.97,12.54,45259124,103,0217,,14,Combined Total,Y,,2019,A,25566,1842,1005,600,68,2019,25566,7,55,2016,28737,2006,28760,2003,25256,2019,11,3,2,0,0,89,9,0,2,1,0,0,2019,2019,40,30,33,39,0,0,13.07251072,59.18663025,0,668,3,Actual,,,,,1624,2002,2021
44552010,390,1,1, ,100358,2,40,NY 15 OVER,RTS 5 & 20 EXIT 10 OVER WITH,2011045, , ,Y,Genesee Express, ,65, ,,420055,100358021,30.42,33.51,45323693,051,0055,,1,Combined Total,Y,,2019,F,22586,2032,1142,725,2359,2018,22356,9,56,2016,21788,2013,19648,2007,23038,2018,26,14,3,10,0,74,12,0,3,1,0,1,2019,2016,65,69,70,75,99,80,11.33219433,58.65974808,0,3084,14,Actual,,,,,1832,1288,2082
44552011,390,1,1, ,100358,2,40,NY 15 OVER,RTS 5 & 20 EXIT 10 OVER WITH,2011045, , ,Y,Genesee Express, ,65, ,,420055,100358022,30.14,33.37,45323693,051,0055,,1,Combined Total,Y,,2019,F,22586,2032,1142,725,2359,2018,22356,9,56,2016,21788,2013,19648,2007,23038,2018,26,14,3,10,0,74,12,0,3,1,0,1,2019,2016,65,69,70,75,99,80,11.33219433,58.65974808,0,3084,14,Actual,,,,,1832,1288,2082
44552012, , ,0,0I090015301B,275277,1,30,I-90 EX57A TOLL BOOTH,I-90 EB (ON), , , ,Y,Exit 57A over C, ,0,Y,,533051,275277011,0,0.92,45327482,029,3051,,1,Combined Total,Y,Y,2019,F,2451,257,257,103,446,2018,2459,10,100,2012,1634,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,549,22,Estimated,,,,,278,147,185
44552015,907L, ,1, ,100542,1,30,QUEENSBORO BRIDGE OVER,ACC E 96TH ST, ,2233038, ,Y,FDR DRIVE, ,40, ,,040906,100542011,6.14,7.96,45312221,061,0906,,12,Combined Total,Y,,2019,F,157724,9109,5093,1715,13,2018,156315,6,56,2011,135798,2007,156910,2005,132601,2018,1,1,1,0,0,98,0,1,0,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,1728,1,Actual,,,,,9797,8301,9192
44552018, ,5,1, ,179880,1,40,NY 37B,BALDWIN AVE,2003102, , , ,TOWN LINE RD,CR43,40, ,,751001,179880011,0,0.16,45333168,089,1001,,16,Combined Total,Y,,2019,F,1180,99,50,43,2,2018,1185,8,50,2014,1373,2008,1465,2005,1246,2018,29,4,4,0,0,71,25,1,3,1,0,0,2019,2018,40,33,34,39,0,0,11.33219433,58.65974808,0,45,4,Actual,,,,,81,116,132
44552020,598,3,1, ,263437,1,30,RT 5 - ERIE BLVD,BURNET AVE, ,1051160,507322T, ,S MIDLER AVE, ,40, ,,330025,263437011,0,0.32,45321910,067,0025,,16,Combined Total,Y,,2019,F,19521,1532,963,685,118,2018,19573,8,63,2006,16886,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,803,4,Estimated,,,,,1239,1488,1673
44552021,598,3,1, ,263437,1,30,RT 5 - ERIE BLVD,BURNET AVE, ,1051160,507322T, ,S MIDLER AVE, ,40, ,,330025,135458011,0,0.32,45321910,067,0025,,16,Combined Total,Y,,2019,F,19521,1532,963,685,118,2018,19573,8,63,2006,16886,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,803,4,Estimated,,,,,1239,1488,1673
44552023, , ,1, ,133902,1,30,OSWEGO ST,VILLAGE LINE, , ,266186C, ,E ONEIDA ST, ,30, ,,337020,133902011,0,0.83,45294006,067,7020,,19,Combined Total,Y,,2019,F,3722,378,225,163,37,2017,3820,10,59,2012,3426,2006,3846,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,200,5,Estimated,,,,,308,236,424
44552025, , ,1, ,227492,1,30,NEW HYDE PK RD,LEONARD BLVD, , , , ,MAPLE DR, ,30, ,,031328,227492011,0,0.29,45255211,059,1328,,17,Combined Total,Y,,2019,A,474,41,21,11,2,2019,474,9,51,2016,558,,,,,2019,11,3,2,0,1,88,8,0,2,1,0,0,2019,2019,30,21,25,30,0,0,13.07251072,59.18663025,0,13,3,Actual,,,,,31,39,43
44552026, ,5,1, ,157124,1,30,JENNINGS RD,NY75, ,3327810, , ,EAST CHURCH ST,CR488,55, ,,536255,157124011,1.3,2.58,45271401,029,6255,,17,Combined Total,Y,,2019,F,1343,123,67,52,12,2019,1327,9,54,2010,1328,2007,1505,2004,1257,2019,33,5,4,1,1,66,28,0,4,1,0,0,2019,2019,55,41,44,50,2,0,13.07251072,59.18663025,0,64,5,Actual,,,,,72,95,131
44552027, ,5,1, ,157126,1,30,HAMMOND RD,US 20, ,3367980, , ,CAIN RD,CR491,55, ,,536346,157126011,1.23,2.1,45301897,029,6346,,9,Combined Total,Y,,2019,F,330,29,14,13,0,2017,339,9,50,2016,393,2011,407,2006,407,2016,32,4,4,0,0,68,28,0,4,1,0,0,2019,2016,55,42,44,52,7,0,13.07251072,59.18663025,0,13,4,Actual,,,,,29,32,42
44552029, , ,1, ,256144,1,30,E 16TH ST,GERRITSEN AVE, , , , ,AVENUE R, ,25, ,,022141,256144011,0.66,1.46,45254614,047,2141,,17,Combined Total,Y,,2019,A,10484,806,404,470,1,2019,10484,8,50,2016,12530,2013,8668,2010,8037,2019,8,4,4,0,0,92,3,3,1,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,471,4,Actual,,,,,679,528,724
44552033, , ,1, ,261041,1,30,GLENMERE LA,GATON LA, , , , ,GRACE LA, ,0, ,,075735,261041011,0,0.05,45233287,103,5735,,19,Combined Total,Y,,2019,F,631,57,41,23,2,2015,654,9,71,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,25,4,Estimated,,,,,38,30,56
44552037, , ,1, ,115086,1,30,VEEDER AVE,HULETT ST, , , , ,HAMILTON ST, ,0, ,,165140,115086011,0.23,0.52,45216892,093,5140,,19,Combined Total,Y,,2019,F,716,81,44,33,24,2014,724,11,55,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,57,8,Estimated,,,,,51,74,89
44552039, , ,1, ,135461,1,30,E GENESEE ST,E ADAMS ST,3014203, , , ,SOUTH TOWNSEND, ,30, ,,331018,135461011,0.18,0.54,45205423,067,1018,,17,Combined Total,Y,,2019,A,9666,909,522,285,27,2019,9666,9,57,2010,9648,2007,10339,2004,11274,2007,,3,3,0,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,312,3,Actual,,,,,1056,741,853
44552041,67,3,1, ,100457,5,40,CR 111 JOHNSONVILLE,Rens/Wash Co Line, , , , , , ,55, ,,140553,100457051,11.07,18.44,45234441,083,0553,,6,Combined Total,Y,,2019,A,2299,209,134,152,38,2019,2299,9,64,2015,2220,2013,2088,2010,1747,2019,33,8,7,2,0,67,24,1,6,1,0,0,2019,2019,55,54,55,60,46,3,11.33219433,58.65974808,0,190,8,Actual,,,,,163,118,189
44552042, , ,1, ,165898,1,30,CAYUGA ST,NIAGARA RD, ,3329200, , ,HUNT ST, ,0, ,,546059,165898011,0.06,0.19,45223643,063,6059,,19,Combined Total,Y,,2019,F,107,13,13,10,1,2014,110,12,100,2009,90,,,,,2009,,11,10,1,,,,,,,1,0,2019,,,,,,,,13.07251072,59.18663025,0,11,11,Actual,,,,,8,10,14
44552043, , ,1, ,122506,1,30,ELIZABETH ST,DEAD END, , , , ,BROOKS ST, ,0, ,,245022,122506011,0,0.07,45235944,053,5022,,19,Combined Total,Y,,2019,F,67,8,5,3,1,2015,72,13,60,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,4,5,Estimated,,,,,8,6,10
44552045, , ,1, ,198180,1,30,TOW PATH RD,TOW PATH RD, ,2264510, , ,LAWRENCE RD, ,0, ,,866039,198180011,0,0.14,45305957,111,6039,,9,Combined Total,Y,,2019,F,49,13,7,2,0,2017,50,26,57,2013,29,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,2,5,Estimated,,,,,5,3,14
44552046, , ,0,0I495010722C,276445,1,30,I495 WB (OFF),CR111, , , ,Y,I495 at Eastpor, ,0,Y,,073109,276445011,0,0.35,45289133,103,3109,,11,Combined Total,Y,Y,2019,F,1893,185,185,66,7,2017,1885,10,100,2010,1552,,,,,2017,21,4,3,0,0,79,17,1,3,1,0,0,2019,2017,40,51,52,59,32,2,13.07251072,59.18663025,0,73,4,Actual,,,,,66,166,200
44552052, , ,1, ,147827,1,30,MONROE AVE,EAST AVE,2016057, , , ,UNION ST S, ,30,Y,,434169,147827011,0.19,0.57,45324628,055,4169,,16,Combined Total,Y,Y,2019,F,3708,285,190,84,0,2018,3708,8,67,2013,3680,2010,2481,,,2018,14,2,2,0,1,86,11,0,2,1,0,0,2019,2018,30,24,27,33,0,0,13.07251072,59.18663025,0,84,2,Actual,,,,,194,236,242
44552061, , ,1, ,112033,1,30,GALWAY T/L,WILEY TOWN RD, ,2260000, , ,ANTIOCH RD, ,35, ,,156025,112033011,0,2.87,45234837,091,6025,,9,Combined Total,Y,,2019,F,485,52,33,37,6,2015,488,11,62,2013,450,2006,424,,,2006,,9,8,1,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,43,9,Actual,,,,,32,30,50
44552066, ,5,1, ,170777,1,40,WEST ROAD,NY  226, , , , ,MCNUTT S BRDFRD,CR17,55, ,,648036,170777011,6.07,10.98,45211602,101,8036,,8,Combined Total,Y,,2019,F,167,18,9,10,1,2013,171,11,50,2010,175,2007,174,2005,158,,,,,,,,,,,,,,2019,,,,,,,,11.33219433,58.65974808,0,11,7,Estimated,,,,,8,11,19
44552067, , ,1, ,164345,1,30,GRISWOLD ST,SOUTH SERVICE RD, , , , ,SO OGDEN ST OLD, ,0,Y,,535355,164345011,0,0.08,45223131,029,5355,,19,Combined Total,Y,Y,2019,F,60,8,8,2,0,2014,62,13,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,2,4,Estimated,,,,,2,6,9
44552068, , ,0,0I081013404C,272466,1,30,I-81 SB (OFF),CR 28 (OFF), , , ,Y,EXIT 35 I81 AT, ,0,Y,,343015,272466011,0,0.28,45294180,075,3015,,1,Combined Total,Y,Y,2019,F,369,39,39,17,15,2017,365,11,100,2010,260,,,,,2017,30,9,5,4,0,70,21,0,4,1,1,0,2019,2017,35,46,48,54,10,0,13.07251072,59.18663025,0,32,9,Actual,,,,,18,30,42
44552072, , ,1, ,137130,1,30,E NINTH ST,E TWELFTH ST, , ,513101E, ,MERCER ST, ,0, ,,347078,137130011,0,0.34,45218602,075,7078,,19,Combined Total,Y,,2019,A,100,11,6,4,1,2019,100,11,50,2014,98,2007,155,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,5,5,Estimated,,,,,5,12,10
44552074, , ,1, ,233540,1,30,MALDEN AVE,WYOMING AVE, , , , ,LAKEWOOD BLVD, ,0, ,,035854,233540011,0.05,0.1,45229844,059,5854,,19,Combined Total,Y,,2019,F,478,51,33,18,2,2015,496,11,64,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,20,4,Estimated,,,,,53,27,42
44552078, ,5,1, ,130059,1,30,CR123,CR208, , , , ,LAKE SHORE RD,CR15,0, ,,338006,130059011,2.83,3.37,45238856,067,8006,,17,Combined Total,Y,,2019,A,2025,200,106,92,1,2019,2025,10,53,2015,2386,2010,2139,,,2019,25,5,5,0,0,75,21,1,3,1,0,0,2019,2019,35,36,38,43,0,0,13.07251072,59.18663025,0,93,5,Actual,,,,,128,166,249
44552084, , ,1, ,116961,1,30,MURRY ST,KNIGHT ST, , , , ,SOUTH ST, ,0, ,,172002,116961011,0.51,0.94,45262754,113,2002,,16,Combined Total,Y,,2019,A,3496,300,163,83,0,2019,3496,9,54,2016,3407,2010,2951,2006,2920,2019,21,2,2,0,1,78,19,0,2,1,0,0,2019,2019,30,28,30,35,0,0,13.07251072,59.18663025,0,83,2,Actual,,,,,278,218,323
44552088,,,,,,,30,,,,,,,,,,,,,,,,45253712,005,1007,,17,Combined Total,Y,Y,2019,A,3342,289,289,198,0,2019,3342,9,100,2016,4097,2011,2463,2008,3161,2019,11,6,6,0,0,89,5,4,2,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,198,6,Actual,,,,,225,157,272
44552092, ,5,1, ,123963,1,30,FLOYD TL,CAMRODEN RD, , , , ,WATSON HOLLW RD,CR47,55, ,,262109,123963011,3.11,4.77,45209635,065,2109,,8,Combined Total,Y,,2019,F,624,55,36,16,3,2012,624,9,65,2008,564,,,,,2012,24,3,3,0,2,74,21,0,3,1,0,0,2019,2012,55,44,47,55,15,0,13.07251072,59.18663025,0,19,3,Actual,,,,,45,47,60
44552093, , ,0,US020013501B,272856,1,30,NY96A WB (OFF),NY5 NB (ON), , , ,Y,US 20 AT NY5 AN, ,0,Y,,353001,272856011,0,0.25,45266901,099,3001,,14,Combined Total,Y,Y,2019,F,1102,100,100,38,13,2016,1103,9,100,2010,904,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,51,5,Estimated,,,,,85,68,110
44552094, , ,1, ,306365,1,30,I-495 EB (OFF),WELCOME CENTER, , , , ,LIE WELCOME CNT, ,,Y,,077901,306365011,0,0.2,45260609,103,7901,,19,Combined Total,Y,Y,2019,A,1302,110,110,71,6,2019,1302,8,100,2016,1173,,,,,2019,23,6,5,0,0,77,17,0,5,1,0,0,2019,2019,55,31,32,38,0,0,13.07251072,59.18663025,0,77,6,Actual,,,,,96,120,110
44552095,987F, ,1, ,100860,1,30,INT RT 287I,ACC RT 100C, ,5053200, ,Y,Sprain Brook Pk, ,55, ,,870928,100860011,9.01,10.2,45226249,119,0928,,12,Combined Total,Y,,2019,F,109679,9353,5145,1221,16,2014,103194,9,55,2008,97291,2005,102186,2000,77915,2014,1,1,1,0,0,99,0,0,1,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,1237,1,Actual,,,,,6874,4569,6518
44552100, , ,1, ,230490,1,30,SR 25,BIRCHWOOD PARK RD, , , , ,ROBBINS LA, ,35, ,,034326,230490011,0,0.63,45255689,059,4326,,17,Combined Total,Y,,2019,A,12995,1412,893,267,32,2019,12995,11,63,2016,12723,2006,13286,2005,13905,2019,10,2,2,0,0,90,8,1,1,1,0,0,2019,2019,20,33,35,43,1,0,13.07251072,59.18663025,0,299,2,Actual,,,,,1058,822,1488
44552101, , ,1, ,214775,1,40,CR2,HOLMES HOLW, ,3352510, , ,BACK RIVER RD, ,45, ,,936134,214775011,1.05,2.35,45280120,025,6134,,9,Combined Total,Y,,2019,F,360,33,20,18,3,2016,379,9,61,2009,402,2004,372,,,2009,,6,5,1,,,,,,,0,0,2019,,,,,,,,11.33219433,58.65974808,0,21,6,Actual,,,,,24,28,35
44552103, ,5,1, ,100900,1,40,NY 396,CR 54, ,3301020, , ,S ALBANY RD,CR53,35, ,,116701,100900011,0,1.87,45290197,001,6701,,8,Combined Total,Y,,2019,F,883,95,61,87,6,2017,879,11,64,2002,871,,,,,2017,43,11,10,1,1,56,33,0,10,1,1,0,2019,2017,35,37,39,45,0,0,11.33219433,58.65974808,0,93,11,Actual,,,,,67,54,92
44552105, , ,1, ,256366,1,30,VANDERBILT AVE,BEDFORD AVE, , , ,Y,MYRTLE AVE, ,25, ,,021295,256366011,0.91,1.63,45210484,047,1295,,14,Combined Total,Y,,2019,A,11117,806,484,804,22,2019,11117,7,60,2013,12288,2011,12821,2010,12506,2019,13,7,7,0,1,86,6,3,4,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,826,7,Actual,,,,,640,612,776
44552106, , ,1, ,305401,1,30,18TH ST,24TH ST, , , , ,PIERCE AVE, ,30, ,,544186,305401011,0.48,0.8,45328851,063,4186,,17,Combined Total,Y,,2019,F,1802,174,100,65,0,2018,1804,10,57,2015,1572,2011,2022,2008,2106,2018,17,4,4,0,0,83,13,2,1,1,1,0,2019,2018,30,26,28,33,0,0,13.07251072,59.18663025,0,65,4,Actual,,,,,85,148,170
44552111, , ,1, ,109777,1,30,PINEWOODS AVE,SPRING AVE, , , , ,CENTRAL AVE, ,30, ,,142011,109777011,0,0.56,45290594,083,2011,,17,Combined Total,Y,,2019,A,443,47,26,8,0,2019,443,11,54,2017,584,2013,529,2006,697,2019,18,2,2,0,0,82,16,1,1,1,1,0,2019,2019,30,32,34,39,0,0,13.07251072,59.18663025,0,8,2,Actual,,,,,46,23,48
44552112, , ,1, ,152616,1,30,NY 242,FRANKLINVILLE T/L, ,2267990,148341F, ,BRYANT HILL RD, ,0, ,,516027,152616011,0,2.36,45298559,009,6027,,9,Combined Total,Y,,2019,F,401,32,18,10,0,2017,413,8,57,2014,402,2009,534,2001,479,2014,32,3,3,0,1,67,30,0,3,1,0,0,2019,2014,55,20,15,26,0,0,13.07251072,59.18663025,0,10,3,Actual,,,,,34,29,37
44552113, , ,1, ,117849,1,30,USR 4 SE & E,SR 32 BURGOYNE, , , , ,MICHIGAN ST, ,0, ,,185050,117849011,0,0.15,45291722,115,5050,,19,Combined Total,Y,,2019,F,665,66,39,14,0,2017,668,10,60,,,,,,,2017,24,2,2,0,0,76,22,0,2,1,0,0,2019,2017,30,18,21,25,0,0,13.07251072,59.18663025,0,14,2,Actual,,,,,51,67,64
44552114, , ,0,NY005015304B,311751,1,30,TIFFT ST,NY 5 EB (ON), , , , ,TIFFT ST TO NY 5, ,0,Y,,533082,311751011,0,0.28,45355888,029,3082,,12,Combined Total,Y,Y,2019,A,2285,321,321,68,32,2019,2285,14,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,100,4,Estimated,,,,,180,174,233
44552115, , ,1, ,256682,1,30,FIRST AVE,YORK AVE, , , , ,E 65TH ST, ,25,Y,,044122,256682011,0.66,0.8,45285984,061,4122,,16,Combined Total,Y,Y,2019,F,3810,266,266,218,27,2017,3819,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,245,6,Estimated,,,,,242,288,288
44552117, , ,1, ,140806,1,30,CASE ST,BONADONNA AVE, , , , ,SCHOOL ST, ,0, ,,425024,140806011,0,0.1,45218907,051,5024,,9,Combined Total,Y,,2019,F,240,47,35,12,3,2014,275,19,75,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,15,6,Estimated,,,,,59,28,30
44552121, , ,1, ,289003,1,30,CUL DE SAC,BAYFIELD AVE, , , , ,BEACH 68TH ST, ,0, ,,055297,289003011,0,0.54,45258105,081,5297,,19,Combined Total,Y,,2019,F,465,41,25,20,2,2016,455,9,61,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,22,5,Estimated,,,,,29,24,35
44552129, , ,1, ,170355,1,40,NY 414,HEDDEN RD, , ,528836G, ,BRONSON HILL RD, ,0, ,,637113,170355011,0,1.16,45330382,097,7113,,9,Combined Total,Y,,2019,F,255,22,11,14,3,2018,260,9,50,2013,287,2010,360,2003,432,,,,,,,,,,,,,,2019,,,,,,,,11.33219433,58.65974808,0,17,7,Estimated,,,,,21,18,24
44552135, , ,1, ,103657,1,30,MAIN ST,SEVERSON AVE, , , , ,HELDERBERG AVE, ,0, ,,115142,103657011,0,0.05,45215147,001,5142,,19,Combined Total,Y,,2019,F,347,40,22,16,12,2014,351,12,55,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,28,8,Estimated,,,,,27,26,44
44552144, , ,1, ,148113,1,30,NY 15A,LAWRNCE HL RD N, , , , ,LAWRENCE HILL R, ,0, ,,445017,148113011,0,0.51,45220772,069,5017,,9,Combined Total,Y,,2019,F,54,5,2,3,1,2014,62,9,50,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,4,6,Estimated,,,,,5,6,6
44552147, , ,1, ,236828,1,30,PRAIRIE DR,FLOWER ST, , , , ,AUGUST RD, ,30, ,,074125,236828011,1.47,2.02,45259851,103,4125,,17,Combined Total,Y,,2019,A,1855,154,110,80,0,2019,1855,8,71,2016,1957,2013,1839,2006,1775,2016,14,4,4,0,0,86,10,0,4,1,0,0,2019,2016,30,34,38,45,0,0,13.07251072,59.18663025,0,80,4,Actual,,,,,139,121,168
