OBJECTID,Route,Signing,Qualifier,Ramp,DOT ID,County Order,Factor Group,Station Start,Station End,HPMS Sample ID,Bridge ID,Railroad Crossing,NHS,Roadway Name,Roadway Number,Speed,Oneway,Region County Station,Station ID,Route ID,From Measure,To Measure,COUNT_STATS_ID,County FIPS,Station Number,Continuous Count Site ID,Functional Class,Federal Direction,Full Count,Oneway Flag,Calculation Year,AE_Flag,AADT,DHV,DDHV,Single Unit AADT,Combination Unit AADT,Most Recent Count Year,Most Recent AADT,K-Factor,D-Factor,2nd Most Recent Count Year,2nd Most Recent AADT,3rd Most Recent Count Year,3rd Most Recent AADT,4th Most Recent Count Year,4th Most Recent AADT,Class Count Year,Class F3 - F13 %,Truck or Heavy Vehicle %,Single Unit Truck or Bus %,Combination Truck %,Motorcycle %,Passenger Vehicle %,Light Duty Truck %,Bus %,Single Unit Truck %,Axle Factor,Single Unit Peak %,CU_Peak,Class Group Year,Speed Count Year,Speed Limit,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55 mph,Vehicles Exceeding 65 mph,Average K-Factor,Average D-Factor,NYS Direction Code,Truck AADT,Symbolized Truck Percentage AADT,Truck AADT Type (Actual vs. Estimated),Truck Percent Source Field Name,Region Name,Region Number,County Number,Morning Highest Value,Afternoon Highest Value,Evening Highest Value
44614328,79,3,1, ,100481,5,30,CITY OF ITHACA,AFTER MITCHELL ST,6933019, , ,Y,E STATE ST, ,30, ,,360440,139003011,0.53,1.24,45266962,109,0440,,14,Combined Total,Y,,2019,A,6761,599,371,311,115,2019,6761,9,62,2016,7370,2007,7628,2004,6862,2019,19,6,5,2,1,81,13,1,3,1,0,0,2019,2019,30,33,34,38,0,0,13.07251072,59.18663025,0,426,6,Actual,,,,,512,484,667
44614329,79,3,1, ,100481,5,30,CITY OF ITHACA,AFTER MITCHELL ST,6933019, , ,Y,E STATE ST, ,30, ,,360440,100481051,11.15,11.86,45266962,109,0440,,14,Combined Total,Y,,2019,A,6761,599,371,311,115,2019,6761,9,62,2016,7370,2007,7628,2004,6862,2019,19,6,5,2,1,81,13,1,3,1,0,0,2019,2019,30,33,34,38,0,0,13.07251072,59.18663025,0,426,6,Actual,,,,,512,484,667
44616024, , ,1, ,138925,1,30,N MEADOW ST,AUBURN ST,2003865,2210490, , ,HANCOCK ST, ,30, ,,366020,138925011,0,0.46,45323395,109,6020,,17,Combined Total,Y,,2019,F,2204,311,193,94,2,2018,2210,14,62,2014,2573,2011,1933,2008,2855,2014,15,4,4,0,2,83,11,1,3,1,0,0,2019,2014,30,20,22,28,0,0,13.07251072,59.18663025,0,96,4,Actual,,,,,122,134,175
44616591, , ,1, ,138010,1,40,ELLIS HOLLOW R,STEVENSON RD, ,3209890, , ,DODGE RD, ,0, ,,366063,138010011,0,0.89,45267145,109,6063,,9,Combined Total,Y,,2019,F,78,10,5,0,0,2016,79,13,50,2010,59,2000,77,,,2016,20,0,0,0,7,74,20,0,0,1,0,0,2019,2016,40,24,27,33,0,0,11.33219433,58.65974808,0,0,0,Actual,,,,,6,10,6
44619481, , ,1, ,138890,1,30,N PLAIN ST,N ALBANY ST, , , , ,W COURT ST, ,30, ,,364012,138890011,0.34,0.45,45294567,109,4012,,16,Combined Total,Y,,2019,F,2955,288,186,81,11,2017,2971,10,65,2009,2782,,,,,2009,,3,3,0,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,92,3,Actual,,,,,137,152,178
44620141, , ,1, ,138026,1,40,HANSHAW RD,NY 366, ,3209800, , ,FREESE RD, ,0, ,,366055,138026011,0,1.13,45267136,109,6055,,19,Combined Total,Y,,2019,F,1937,184,108,33,2,2016,2015,9,59,2010,2067,2000,2107,,,2016,15,2,2,0,1,84,13,0,2,1,0,0,2019,2016,30,24,27,33,0,0,11.33219433,58.65974808,0,35,2,Actual,,,,,158,128,172
44620172, ,5,1, ,138953,1,30,NY 60,CR380 PECK SETTLEMENT RD, , , , ,MARTIN RD,CR341,30, ,,364025,138953011,0,0.24,45294570,013,8312,,17,Combined Total,3,,2019,A,2459,272,168,83,11,2017,2472,11,62,2010,4603,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,94,4,Actual,,,,,161,172,194
44621363, , ,1, ,138851,1,30,E STATE ST,E SENECA ST, , , , ,N AURORA ST, ,30,Y,,364000,138851011,0.64,0.7,45207755,109,4000,,16,Combined Total,Y,Y,2019,A,7215,626,626,253,44,2019,7215,9,100,2011,5764,2010,6848,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,297,4,Estimated,,,,,607,558,697
44623121, , ,1, ,138861,1,30,N ALBANY ST,N CAYUGA ST, , , , ,BUFFALO ST, ,30, ,,362024,138861011,0.34,0.48,45323346,109,2024,,16,Combined Total,Y,,2019,F,6147,545,275,54,2,2018,6163,9,50,2014,5211,2011,5470,2008,6136,2014,7,1,1,0,1,92,6,0,1,1,0,0,2019,2014,30,15,14,23,0,0,13.07251072,59.18663025,0,56,1,Actual,,,,,242,250,307
44623269,,,1, ,138944,1,30,MITCHELL ST,,, , , ,ITHACA RD, ,30, ,,360022,138944011,0.06,0.4,45323259,109,0022,,16,Combined Total,Y,,2019,F,5375,471,295,236,23,2018,5389,9,63,2014,5068,2011,5547,2008,6697,2018,17,5,4,0,0,83,12,1,3,1,0,0,2019,2018,30,28,29,33,0,0,13.07251072,59.18663025,0,259,5,Actual,,,,,263,299,358
44623270,,,1, ,138963,1,30,E STATE ST,ITHACA RD,, , , ,MITCHELL ST, ,30, ,,360022,138963011,0,0.25,45323259,109,0022,,16,Combined Total,Y,,2019,F,5375,471,295,236,23,2018,5389,9,63,2014,5068,2011,5547,2008,6697,2018,17,5,4,0,0,83,12,1,3,1,0,0,2019,2018,30,28,29,33,0,0,13.07251072,59.18663025,0,259,5,Actual,,,,,263,299,358
44623271,366,3,1, ,100334,1,30,RT 79,ITHACA TL,, , , ,ITHACA RD, ,30, ,,360022,100334011,0,0.81,45323259,109,0022,,16,Combined Total,Y,,2019,F,5375,471,295,236,23,2018,5389,9,63,2014,5068,2011,5547,2008,6697,2018,17,5,4,0,0,83,12,1,3,1,0,0,2019,2018,30,28,29,33,0,0,13.07251072,59.18663025,0,259,5,Actual,,,,,263,299,358
44623977, , ,1, ,138276,1,30,FOREST HOME DR,JUDD FALLS RD, , , , ,MCINTYRE PL, ,0, ,,368705,138276011,0,0.09,45207811,109,8705,,19,Combined Total,Y,,2019,F,114,13,7,5,1,2011,127,11,53,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,6,5,Estimated,,,,,8,15,13
44624196, ,5,1, ,137775,1,30,ITHACA TL,THOMAS RD, , , , ,ELLIS HOLLOW RD,CR110,0, ,,368505,137775011,1.38,4.45,45323480,109,8505,,7,Combined Total,Y,,2019,F,2626,267,199,131,49,2018,2622,10,74,2014,2391,2011,1674,2006,2396,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,180,7,Estimated,,,,,213,183,247
44625390, , ,1, ,138902,1,30,HALLER BLVD,CHESTNUT ST, , , , ,ELM ST, ,0, ,,362043,138902011,0,0.37,45207749,109,2043,,19,Combined Total,Y,,2019,A,1692,138,86,84,0,2019,1692,8,62,2011,1766,2008,1663,2005,3558,2011,23,5,5,0,1,77,18,3,2,1,0,0,2019,2011,30,19,23,32,0,0,13.07251072,59.18663025,0,84,5,Actual,,,,,129,99,143
44625970, , ,1, ,139018,1,30,WAIT AVE,JESSUP RD, , , , ,TRIPHAMMER RD, ,0, ,,364042,139018011,0,0.14,45267070,109,4042,,16,Combined Total,Y,,2019,A,4335,343,218,152,26,2019,4335,8,64,2016,2823,2010,4585,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,178,4,Estimated,,,,,254,344,390
44626671,96B,3,1, ,100759,2,30,CITY OF ITHACA,CAYUGA ST,6933026,2210440, , ,S AURORA ST, ,30, ,,360018,138851011,0,0.5,45323256,109,0018,,16,Combined Total,Y,,2019,F,11192,890,472,226,25,2018,11222,8,53,2014,12414,2011,12708,2008,13847,2014,10,2,2,0,0,89,8,0,2,1,0,0,2019,2014,30,27,29,34,0,0,13.07251072,59.18663025,0,251,2,Actual,,,,,891,695,934
44626672,96B,3,1, ,100759,2,30,CITY OF ITHACA,CAYUGA ST,6933026,2210440, , ,S AURORA ST, ,30, ,,360018,138983011,0,0.12,45323256,109,0018,,16,Combined Total,Y,,2019,F,11192,890,472,226,25,2018,11222,8,53,2014,12414,2011,12708,2008,13847,2014,10,2,2,0,0,89,8,0,2,1,0,0,2019,2014,30,27,29,34,0,0,13.07251072,59.18663025,0,251,2,Actual,,,,,891,695,934
44626673,96B,3,1, ,100759,2,30,CITY OF ITHACA,CAYUGA ST,6933026,2210440, , ,S AURORA ST, ,30, ,,360018,138879011,0.5,0.59,45323256,109,0018,,16,Combined Total,Y,,2019,F,11192,890,472,226,25,2018,11222,8,53,2014,12414,2011,12708,2008,13847,2014,10,2,2,0,0,89,8,0,2,1,0,0,2019,2014,30,27,29,34,0,0,13.07251072,59.18663025,0,251,2,Actual,,,,,891,695,934
44626674,96B,3,1, ,100759,2,30,CITY OF ITHACA,CAYUGA ST,6933026,2210440, , ,S AURORA ST, ,30, ,,360018,100759021,10.13,10.84,45323256,109,0018,,16,Combined Total,Y,,2019,F,11192,890,472,226,25,2018,11222,8,53,2014,12414,2011,12708,2008,13847,2014,10,2,2,0,0,89,8,0,2,1,0,0,2019,2014,30,27,29,34,0,0,13.07251072,59.18663025,0,251,2,Actual,,,,,891,695,934
44627768, , ,1, ,138865,1,30,CAYUGA ST,AURORA ST, , , , ,CASCADILLA AVE, ,0,Y,,368617,138865011,0,0.19,45205635,109,8617,,19,Combined Total,Y,Y,2019,F,131,12,7,6,1,2010,148,9,57,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,7,5,Estimated,,,,,10,13,14
44627858, , ,1, ,138848,1,30,S TITUS AVE,CASCADILLA ST,2016034,2210420, , ,ALBANY ST, ,30, ,,366015,138848011,0.16,0.89,45294586,109,6015,,16,Combined Total,Y,,2019,F,1895,206,128,41,0,2017,1905,11,62,2011,2793,2008,3114,,,2017,18,2,2,0,0,82,16,0,2,1,0,0,2019,2017,30,16,18,24,0,0,13.07251072,59.18663025,0,41,2,Actual,,,,,130,187,174
44628109, , ,1, ,138925,1,30,AUBURN ST,LINN ST,2003865, , , ,TOMPKINS ST, ,30, ,,361001,138925011,0.46,0.76,45294518,109,1001,,17,Combined Total,Y,,2019,F,1400,151,111,50,3,2017,1408,11,73,2009,1346,2006,1792,2002,2576,2009,,4,4,0,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,53,4,Actual,,,,,73,86,90
44628242,366,3,1, ,100334,1,30,ITHACA TL,OLD RT 392,2002482,1046760, , , , ,45, ,,360012,100334011,0.81,2.52,45294479,109,0012,,16,Combined Total,Y,,2019,F,7066,673,484,360,55,2017,7103,10,72,2011,7757,2008,8203,2004,8154,2017,20,6,5,1,0,80,14,1,4,1,0,0,2019,2017,45,40,41,46,0,0,13.07251072,59.18663025,0,415,6,Actual,,,,,411,414,513
44629122, , ,1, ,138861,1,30,N CAYUGA ST,AURORA ST, , , , ,BUFFALO ST, ,30, ,,364004,138861011,0.48,0.64,45294555,109,4004,,16,Combined Total,Y,,2019,F,3717,337,183,130,22,2017,3737,9,54,2009,7034,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,152,4,Estimated,,,,,281,381,426
44630840, , ,1, ,138260,1,30,DRYDEN RD,TOWER RD, , , , ,JUDD FALLS RD, ,30, ,,361204,138260011,0,0.27,45239242,109,1204,,17,Combined Total,Y,,2019,A,4725,466,235,74,1,2019,4725,10,50,2015,5306,2009,4990,,,2015,12,2,2,0,1,88,10,0,1,1,0,0,2019,2015,30,23,24,29,0,0,13.07251072,59.18663025,0,75,2,Actual,,,,,458,418,513
44633090, , ,1, ,138951,1,30,E FALLS ST,CITY LINE, ,2210610, , ,LAKE ST, ,0, ,,366030,138951011,0.26,0.56,45294606,027,8857,,16,Combined Total,Y,,2019,F,5062,583,316,161,5,2017,5089,12,54,2011,5472,2008,5869,2000,5289,2017,15,3,3,0,0,84,12,1,2,1,0,0,2019,2017,30,27,29,34,0,0,13.07251072,59.18663025,0,166,3,Actual,,,,,319,248,361
44636622, , ,1, ,138336,1,30,ELM ST EXT,MECKLENBURG RD, , , , ,WESTHAVEN RD, ,0, ,,368715,138336011,0,0.85,45207835,029,4437,,19,Combined Total,Y,,2019,F,376,34,20,17,4,2011,419,9,59,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,21,5,Actual,,,,,38,28,41
44637228, , ,1, ,301464,1,30,E LINCOLN,E FALLS ST, , , , ,N AURORA ST, ,0, ,,362221,301464011,0,0.05,45353794,107,3020,,16,Combined Total,Y,,2019,F,247,31,17,9,1,2019,247,13,56,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,10,4,Estimated,,,,,16,19,22
44637247,79,3,1, ,100481,5,40,RTS 13/34/96 SB North Fulton,ACC RTS 89 & 96, ,4210380, , ,SENECA ST, ,30, ,,360050,100481051,13.18,13.26,45266953,091,6724,,16,Combined Total,Y,,2019,F,12748,1157,867,452,19,2016,12850,9,75,2010,13595,2006,10071,2003,12700,2016,16,4,4,0,1,84,12,1,3,1,0,0,2019,2016,30,15,13,23,0,0,11.33219433,58.65974808,0,471,4,Estimated,,,,,248,341,424
44638567, , ,1, ,138939,1,30,PROSPECT ST,S AURORA ST, , , , ,HUDSON ST, ,30, ,,364022,138939011,0.62,0.75,45267034,019,6081,,17,Combined Total,Y,,2019,F,3094,263,204,104,14,2016,2486,9,78,2016,2486,2010,2938,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,118,4,Estimated,,,,,121,162,198
44638619, , ,1, ,138974,1,30,CLIFF ST,CUL DE SAC, , , , ,PARK RD, ,30, ,,361211,138974011,0,0.17,45323334,003,8018,,17,Combined Total,Y,,2019,F,191,20,11,2,0,2018,192,10,55,2014,228,,,,,2018,13,1,1,0,3,84,12,0,1,1,0,0,2019,2018,30,19,22,27,0,0,13.07251072,59.18663025,0,2,1,Actual,,,,,23,36,38
44639393, , ,1, ,138870,1,30,W SPENCER ST,E GREEN ST, ,2210430, , ,S CAYUGA ST, ,30, ,,366016,138870011,0.17,0.44,45294588,107,0030,,17,Combined Total,Y,,2019,F,9187,834,522,209,5,2017,9237,9,63,2011,7139,2008,7546,,,2017,15,2,2,0,0,84,13,0,2,1,0,0,2019,2017,30,24,26,30,0,0,13.07251072,59.18663025,0,214,2,Actual,,,,,426,701,777
44642208, , ,1, ,139004,1,30,SOUTH AVE,UNIVERSITY AVE, , , , ,STEWART AVE, ,30, ,,364037,139004011,0.38,0.69,45294576,081,3027,,17,Combined Total,Y,,2019,F,4704,468,262,159,22,2017,4730,10,56,2010,3889,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,181,4,Estimated,,,,,355,290,443
44642310,79,3,1, ,100481,5,30,FLORAL AVE,ITHACA CL /  ITHACA TL,2001913, , , ,HECTOR ST, ,30, ,,360469,100481051,13.45,14.7,45323298,093,8107,,16,Combined Total,Y,,2019,F,6757,581,338,240,42,2018,6775,9,58,2014,8480,2010,7025,2007,7125,2018,19,4,4,1,0,81,14,1,3,1,0,0,2019,2018,30,33,34,39,0,0,13.07251072,59.18663025,0,282,4,Actual,,,,,416,390,510
44644595, , ,1, ,138260,1,40,TOWER RD,FOREST HOME DR,2016032,2268310, , ,JUDD FALLS RD, ,30, ,,366042,138260011,0.27,0.66,45323401,081,1236,,17,Combined Total,Y,,2019,F,5038,479,303,144,2,2018,5052,10,63,2014,7572,2011,4997,2008,5447,2018,12,3,3,0,1,88,9,1,1,1,0,0,2019,2018,30,26,27,32,0,0,11.33219433,58.65974808,0,146,3,Estimated,,,,,306,309,362
44644942, , ,1, ,138882,1,30,MITCHELL ST,OAK AVE, , , , ,COLLEGE AVE, ,30, ,,366040,138882011,0,0.35,45323398,119,5528,,17,Combined Total,Y,,2019,F,2084,152,84,313,2,2018,2090,7,55,2015,2330,2010,2844,2001,8245,2015,23,15,15,0,0,77,8,11,4,1,1,0,2019,2015,30,21,23,29,0,0,13.07251072,59.18663025,0,315,15,Estimated,,,,,122,155,152
44645198, , ,1, ,138093,1,30,SNYDER HILL RD,ELLIS HOLLOW RD, , , , ,QUARRY RD, ,0, ,,368803,138093011,0,0.64,45207841,071,5391,,9,Combined Total,Y,,2019,F,828,77,47,36,11,2011,849,9,60,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,47,6,Estimated,,,,,84,55,86
44648252, , ,1, ,138900,1,30,E STATE ST,WILLIAMS ST, , , , ,EDDY ST, ,30, ,,364016,138900011,0,0.3,45267031,033,8000,,17,Combined Total,Y,,2019,F,2154,139,76,73,10,2019,2154,6,54,2016,1219,2010,1392,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,83,4,Estimated,,,,,134,136,142
44648770, , ,1, ,138921,1,30,WATER ST,STATE ST, , , , ,GILES ST, ,30, ,,368603,138921011,0.65,0.96,45267343,059,1672,,17,Combined Total,Y,,2019,A,2594,281,149,88,12,2019,2594,11,53,2016,2087,2010,1660,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,100,4,Estimated,,,,,153,155,242
44648999, , ,1, ,138851,1,30,S AURORA ST,E STATE ST, ,2210450, , ,S AURORA ST, ,30, ,,366017,138851011,0.5,0.64,45218666,069,0049,,16,Combined Total,Y,,2019,F,9993,717,430,332,6,2014,10127,7,60,2011,11049,2008,11259,2001,11810,2014,12,3,3,0,1,87,9,1,2,1,0,0,2019,2014,30,21,25,29,0,0,13.07251072,59.18663025,0,338,3,Actual,,,,,417,579,580
44649037, , ,1, ,138030,1,40,ELLIS HOLLOW RD,ELLIS HOLLOW CIR, ,3209900, , ,GENUNG RD, ,0, ,,366064,138030011,0.69,1.45,45218680,059,5404,,9,Combined Total,Y,,2019,A,313,32,18,14,4,2019,313,10,56,2014,315,2002,288,,,,,,,,,,,,,,,,2019,,,,,,,,11.33219433,58.65974808,0,18,6,Estimated,,,,,25,21,34
44649759, ,5,1, ,137835,1,30,NY 79,ELLIS HOLW RD,2002928, , , ,PINE TREE RD,CR174,35, ,,362018,137835011,0,0.99,45218653,047,6013,,16,Combined Total,Y,,2019,F,7264,706,548,180,21,2019,7264,10,78,2014,6706,2011,6675,2008,7203,2014,13,3,2,0,1,86,10,1,2,1,0,0,2019,2014,55,35,36,40,0,0,13.07251072,59.18663025,0,201,3,Actual,,,,,568,451,652
44651043, , ,1, ,300483,1,30,S CAYUGA ST,S ALBANY ST, , , , ,W STATE ST, ,30, ,,364035,300483011,0,0.14,45267055,103,5117,,17,Combined Total,Y,,2019,A,1708,139,72,45,0,2016,1722,8,52,2010,2324,,,,,2016,16,3,3,0,1,83,13,1,2,1,0,0,2019,2016,30,15,14,23,0,0,13.07251072,59.18663025,0,45,3,Estimated,,,,,58,140,119
44651239, , ,1, ,138023,1,30,NY 366,ITHACA T/L, , , , ,FOREST HOME DR, ,45, ,,361209,138023011,0,0.27,45294533,103,7019,,17,Combined Total,Y,,2019,F,592,57,37,21,1,2017,595,10,65,2014,503,,,,,2017,18,4,3,0,1,81,15,0,3,1,0,0,2019,2017,45,31,33,38,0,0,13.07251072,59.18663025,0,22,4,Estimated,,,,,44,63,77
44651379,13,3,1, ,100760,2,30,W STATE ST,RT 79 WB WEST SENECA ST,2014028, , ,Y,N Meadow St, ,30, ,,360002,100760021,12.56,12.62,45205523,007,7045,,14,Combined Total,Y,,2019,A,35106,2696,1488,1206,413,2010,35156,8,55,2007,39415,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1619,5,Estimated,,,,,2244,2879,2967
44651380,13,3,1, ,100309,4,30,W STATE ST,RT 79 WB WEST SENECA ST,2014028, , ,Y,N Meadow St, ,30, ,,360002,100309041,12.56,12.62,45205523,007,7045,,14,Combined Total,Y,,2019,A,35106,2696,1488,1206,413,2010,35156,8,55,2007,39415,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1619,5,Estimated,,,,,2244,2879,2967
44651381,13,3,1, ,100061,3,30,W STATE ST,RT 79 WB WEST SENECA ST,2014028, , ,Y,N Meadow St, ,30, ,,360002,100061031,14.53,14.59,45205523,007,7045,,14,Combined Total,Y,,2019,A,35106,2696,1488,1206,413,2010,35156,8,55,2007,39415,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1619,5,Estimated,,,,,2244,2879,2967
44651382,,,1,,277620,1,30,Rt 79 EB West Seneca St,W State St,2014028,,,Y,N Fulton St,,30,,,360002,277620011,0.46,0.52,45205523,007,7045,,14,Combined Total,Y,,2019,A,35106,2696,1488,1206,413,2010,35156,8,55,2007,39415,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1619,5,Estimated,,,,,2244,2879,2967
44651383,,3,1,,100061,3,30,Rt 79 EB West Seneca St,W State St,2014028,,,Y,N Fulton St,,30,,,360002,100061032,14.47,14.53,45205523,007,7045,,14,Combined Total,Y,,2019,A,35106,2696,1488,1206,413,2010,35156,8,55,2007,39415,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1619,5,Estimated,,,,,2244,2879,2967
44651384,,3,1,,100309,4,30,Rt 79 EB West Seneca St,W State St,2014028,,,Y,N Fulton St,,30,,,360002,100309042,12.59,12.65,45205523,007,7045,,14,Combined Total,Y,,2019,A,35106,2696,1488,1206,413,2010,35156,8,55,2007,39415,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1619,5,Estimated,,,,,2244,2879,2967
44651385,,3,1,,100760,2,30,Rt 79 EB West Seneca St,W State St,2014028,,,Y,N Fulton St,,30,,,360002,100760022,12.59,12.65,45205523,007,7045,,14,Combined Total,Y,,2019,A,35106,2696,1488,1206,413,2010,35156,8,55,2007,39415,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1619,5,Estimated,,,,,2244,2879,2967
44652525, ,5,1, ,137833,1,30,BOSTWICK RD,HAYTS RD, , , , ,SHEFFIELD RD,CR172,0, ,,368412,137833011,0,3.04,45207785,109,8412,,8,Combined Total,Y,,2019,F,689,77,39,39,10,2011,678,11,51,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,49,7,Estimated,,,,,52,43,81
44653591, , ,1, ,138953,1,30,N CAYUGA ST,LAKE ST, , , , ,E LINCOLN ST, ,0, ,,364026,138953011,0.24,0.5,45239253,109,4026,,16,Combined Total,Y,,2019,A,2127,195,120,158,1,2019,2127,9,62,2015,2083,2010,1829,,,2015,21,7,7,0,0,79,13,5,3,1,0,0,2019,2015,30,18,21,25,0,0,13.07251072,59.18663025,0,159,7,Actual,,,,,149,199,238
44653947, , ,1, ,138857,1,30,TABER ST,SENECA ST, ,2210400, , ,BRINDLEY ST, ,0, ,,366013,138857011,0,0.1,45267104,109,6013,,19,Combined Total,Y,,2019,F,2073,187,101,36,0,2016,2156,9,54,2014,2390,2010,2116,2001,1910,2016,16,2,2,0,0,83,15,0,2,1,0,0,2019,2016,15,15,14,23,0,0,13.07251072,59.18663025,0,36,2,Actual,,,,,159,189,209
44655366, , ,1, ,139025,1,30,TRIPHAMMER RD,THURSTON AVE, , , , ,WAIT AVE, ,0, ,,364044,139025011,0.21,0.33,45267076,109,4044,,16,Combined Total,Y,,2019,A,494,62,46,6,0,2019,494,13,74,2016,620,2010,1453,,,2016,13,1,1,0,0,87,12,0,1,1,0,0,2019,2016,30,15,14,23,0,0,13.07251072,59.18663025,0,6,1,Actual,,,,,28,33,40
44656316, , ,1, ,138955,1,30,E COURT ST,DEAD END, ,2210560, , ,LINN ST, ,0, ,,366026,138955011,0,0.56,45267109,109,6026,,19,Combined Total,Y,,2019,F,357,45,22,2,0,2016,371,13,50,2010,3647,2001,3903,,,2016,5,1,1,0,0,94,5,0,0,1,0,0,2019,2016,30,18,21,26,0,0,13.07251072,59.18663025,0,2,1,Actual,,,,,21,27,31
44656766,96B,3,1, ,100759,2,30,CAYUGA ST,RTS 13/34/96 END RT 96B,6933025, , , ,CLINTON ST W, ,30, ,,360019,138879011,0,0.5,45294486,101,0137,,16,Combined Total,Y,,2019,F,6934,630,352,203,46,2017,6971,9,56,2009,8203,2005,8653,2001,8971,2009,,4,3,1,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,249,4,Actual,,,,,363,472,506
44656767,96B,3,1, ,100759,2,30,CAYUGA ST,RTS 13/34/96 END RT 96B,6933025, , , ,CLINTON ST W, ,30, ,,360019,100759021,10.84,11.34,45294486,101,0137,,16,Combined Total,Y,,2019,F,6934,630,352,203,46,2017,6971,9,56,2009,8203,2005,8653,2001,8971,2009,,4,3,1,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,249,4,Actual,,,,,363,472,506
44657376,79,3,1, ,100481,5,30,SENECA ST/GREEN ST SPLIT,RTS 13/34/96 NB Meadow St,6933020, , ,Y,W Seneca St, ,30, ,,360472,100481051,12.3,13.07,45205537,005,4297,,14,Combined Total,Y,,2019,F,15483,1286,804,532,182,2010,15505,8,63,2001,14978,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,714,5,Estimated,,,,,776,873,1036
44657377,,,1,,277619,1,30,RTS 13/34/96 NB Meadow St,SENECA ST/GREEN ST SPLIT,6933020,,,Y,W Green St,,30,,,360472,277619011,0.09,0.87,45205537,005,4297,,14,Combined Total,Y,,2019,F,15483,1286,804,532,182,2010,15505,8,63,2001,14978,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,714,5,Estimated,,,,,776,873,1036
44657378,79,3,1,,100481,5,30,RTS 13/34/96 NB Meadow St,SENECA ST/GREEN ST SPLIT,6933020,,,Y,W Green St,,30,,,360472,100481052,12.27,13.05,45205537,005,4297,,14,Combined Total,Y,,2019,F,15483,1286,804,532,182,2010,15505,8,63,2001,14978,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,714,5,Estimated,,,,,776,873,1036
44658331, , ,1, ,139015,1,30,E STATE ST,TOMPKINS ST, ,2210540, , ,TIOGA ST, ,30, ,,366024,139015011,0,0.62,45294594,109,6024,,17,Combined Total,Y,,2019,F,1452,146,86,23,0,2017,1460,10,59,2011,1859,2008,2146,2001,2534,2017,11,2,2,0,1,88,10,0,1,1,0,0,2019,2017,30,16,18,24,0,0,13.07251072,59.18663025,0,23,2,Actual,,,,,64,78,84
44660041, , ,1, ,138226,1,30,FIVE MILE DR,ELM ST EXT, , , , ,COY GLEN RD, ,0, ,,368711,138226011,0,0.72,45207826,109,8711,,19,Combined Total,Y,,2019,F,482,48,27,21,5,2011,537,10,57,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,26,5,Estimated,,,,,44,37,58
44660619, , ,1, ,138890,1,30,N MEADOW ST,N PLAIN ST, , , , ,W COURT ST, ,30, ,,364011,138890011,0.11,0.34,45323383,109,4011,,16,Combined Total,Y,,2019,F,2216,208,123,31,0,2018,2222,9,59,2015,2293,2009,2302,,,2015,11,1,1,0,1,88,10,0,1,1,0,0,2019,2015,30,22,24,29,0,0,13.07251072,59.18663025,0,31,1,Actual,,,,,101,150,140
